affix,word,sense,meaning,Affix,Source Word,Source Word Count,Derived Word,Derived word count,word_y
ly,violently,manner,# in a [[violent]] manner.,ly,violent,49923,violently,6324,1302
ly,warmly,manner,# in a manner that maintains [[warm]] temperature.,ly,warm,42001,warmly,2781,1302
ly,warily,manner,# in a [[wary]] manner; using [[caution]]; [[cautiously]].,ly,wary,3912,warily,138,1302
ly,wanly,manner,# in a [[wan]] or [[pale]] manner.,ly,wan,17604,wanly,25,1302
ly,voraciously,manner,# in a [[voracious]] manner,ly,voracious,979,voraciously,233,1302
ly,wittily,manner,# in a [[witty]] manner; using [[wit]],ly,witty,4862,wittily,189,1302
ly,flatteringly,manner,# in a [[flattering]] manner.,ly,flattering,1217,flatteringly,50,1302
ly,winsomely,manner,# in a [[winsome]] manner.,ly,winsome,314,winsomely,6,1302
ly,wishfully,manner,# in a [[wishful]] manner.,ly,wishful,560,wishfully,13,1302
ly,wistfully,manner,# in a [[wistful]] manner<!--other wording-->.,ly,wistful,721,wistfully,204,1302
ly,explosively,manner,# in an [[explosive]] manner.,ly,explosive,19375,explosively,692,1302
ly,exhaustedly,manner,# in an exhausted [[manner]].,ly,exhausted,10939,exhaustedly,5,1302
ly,exhaustively,manner,# in an [[exhaustive]] manner,ly,exhaustive,3905,exhaustively,506,1302
ly,expeditiously,manner,# in an [[expeditious]] manner,ly,expeditious,285,expeditiously,249,1302
ly,expensively,manner,# in an [[expensive]] manner.,ly,expensive,46529,expensively,302,1302
ly,explicitly,manner,# in an [[explicit]] manner.,ly,explicit,17454,explicitly,22070,1302
ly,exploitatively,manner,# in an [[exploitative]] manner.,ly,exploitative,1243,exploitatively,9,1302
ly,fabulously,manner,# in a [[fabulous]] manner.,ly,fabulous,5276,fabulously,299,1302
ly,expressively,manner,# in an [[expressive]] manner.,ly,expressive,6474,expressively,162,1302
ly,weirdly,manner,# in a [[weird]] manner,ly,weird,10063,weirdly,267,1302
ly,expressly,manner,# in an [[expressive]] or [[explicit]] manner.,ly,express,96533,expressly,4515,1302
ly,extendedly,manner,# in an [[extended]] manner.,ly,extended,158550,extendedly,5,1302
ly,extralegally,manner,# in an [[extralegal]] manner; outside the [[law]].,ly,extralegal,218,extralegally,10,1302
ly,extraneously,manner,# in an [[extraneous]] manner.,ly,extraneous,916,extraneously,6,1302
ly,extraordinarily,manner,# in an [[extraordinary]] manner.,ly,extraordinary,26516,extraordinarily,3281,1302
ly,fictionally,manner,# in a [[fictional]] manner.,ly,fictional,59032,fictionally,278,1302
ly,voluptuously,manner,# in a [[voluptuous]] manner.,ly,voluptuous,644,voluptuously,26,1302
ly,finically,manner,# in a [[finical]] manner.,ly,finical,30,finically,9,1302
ly,firmly,manner,# {{lb|en|manner}} in a [[firm]] or [[definite]] or [[strong]] manner.,ly,firm,142080,firmly,13397,1302
ly,fitly,manner,# in a [[fit]] manner; [[suitably]]; [[properly]]; [[commodiously]]; [[conveniently]].,ly,fit,53563,fitly,35,1302
ly,upliftingly,manner,# in an [[uplifting]] manner.,ly,uplifting,2363,upliftingly,6,1302
ly,unsteadily,manner,"# in an [[unsteady]] manner, so as to [[shake]] or [[falter]].",ly,unsteady,694,unsteadily,53,1302
ly,unstintingly,manner,# in an [[unstinting]] manner.,ly,unstinting,114,unstintingly,32,1302
ly,untraditionally,manner,# in an [[untraditional]] manner; not according to [[tradition]].,ly,untraditional,167,untraditionally,5,1302
ly,unusually,manner,# in an [[unusual]] manner.,ly,unusual,61326,unusually,16906,1302
ly,unwantedly,manner,# in an [[unwanted]] manner.,ly,unwanted,7025,unwantedly,7,1302
ly,unwarrantably,manner,# in an [[unwarrantable]] manner; in a manner that cannot be [[justify|justified]].,ly,unwarrantable,55,unwarrantably,6,1302
ly,unwaveringly,manner,# {{lb|en|manner}} in an [[unwavering]] manner.,ly,unwavering,1033,unwaveringly,72,1302
ly,uprightly,manner,# in an [[upright]] manner.,ly,upright,11572,uprightly,26,1302
ly,unsatisfactorily,manner,# in an [[unsatisfactory]] manner.,ly,unsatisfactory,3139,unsatisfactorily,40,1302
ly,transdermally,manner,# in a [[transdermal]] manner.,ly,transdermal,313,transdermally,31,1302
ly,uproariously,manner,# in an [[uproarious]] manner.,ly,uproarious,143,uproariously,88,1302
ly,upwardly,manner,# in an [[upward]] manner.,ly,upward,8879,upwardly,486,1302
ly,urbanely,manner,# in an [[urbane]] manner.,ly,urbane,577,urbanely,15,1302
ly,usably,manner,# in a [[usable]] manner.,ly,usable,6882,usably,6,1302
ly,unpretentiously,manner,"# in a manner that is not [[pretentious]]; [[sincerely]], without [[affectation]].",ly,unpretentious,714,unpretentiously,35,1302
ly,unpopularly,manner,# in a [[manner]] which is not [[popular]].,ly,unpopular,10214,unpopularly,5,1302
ly,unscrupulously,manner,# in an [[unscrupulous]] manner.,ly,unscrupulous,1870,unscrupulously,45,1302
ly,unrighteously,manner,# in an [[unrighteous]] manner.,ly,unrighteous,173,unrighteously,16,1302
ly,flamboyantly,manner,# in a [[flamboyant]] manner.,ly,flamboyant,3361,flamboyantly,208,1302
ly,wrenchingly,manner,# in a [[wrenching]] manner; with a sudden [[jerk]] or [[emotional]] [[shock]].,ly,wrenching,760,wrenchingly,26,1302
ly,flatly,manner,# in a [[definite]] manner; in a manner showing [[complete]] [[certainty]].,ly,flat,85033,flatly,1127,1302
ly,fleetingly,manner,# in a [[fleeting]] manner,ly,fleeting,1880,fleetingly,182,1302
ly,fluidly,manner,# in a [[fluid]] manner.,ly,fluid,32433,fluidly,231,1302
ly,youthfully,manner,# in a [[youthful]] manner.,ly,youthful,5632,youthfully,24,1302
ly,wryly,manner,# in a [[wry]] manner.,ly,wry,1136,wryly,373,1302
ly,wrongfully,manner,# in a [[wrongful]] manner; [[unjustly]].,ly,wrongful,2918,wrongfully,1326,1302
ly,wretchedly,manner,# in a [[wretched]] manner.,ly,wretched,1363,wretchedly,67,1302
ly,worthily,manner,# in a [[worthy]] manner,ly,worthy,14386,worthily,103,1302
ly,unremittingly,manner,# in an [[unremitting]] manner.,ly,unremitting,310,unremittingly,98,1302
ly,worryingly,manner,# in a [[worrying]] manner,ly,worrying,2114,worryingly,93,1302
ly,ergatively,manner,# in an [[ergative]] manner.,ly,ergative,836,ergatively,5,1302
ly,cohesively,manner,# in a [[cohesive]] manner,ly,cohesive,3847,cohesively,107,1302
ly,actively,manner,# in an [[active]] manner.,ly,active,258252,actively,37191,1302
ly,unprofitably,manner,# in an [[unprofitable]] manner.,ly,unprofitable,2005,unprofitably,17,1302
ly,unrelentingly,manner,# in an [[unrelenting]] manner; [[rigidly]]; [[cruelly]].,ly,unrelenting,1021,unrelentingly,135,1302
ly,unreliably,manner,# in an [[unreliable]] manner.,ly,unreliable,6855,unreliably,35,1302
ly,constructively,manner,# in a [[constructive]] manner,ly,constructive,5646,constructively,544,1302
ly,comradely,manner,# in the manner of a [[comrade]],ly,comrade,3431,comradely,42,1302
ly,jerkily,manner,# in a [[jerky]] manner.,ly,jerky,975,jerkily,30,1302
ly,overtly,manner,# in an [[overt]] manner; [[publicly]]; [[openly]].,ly,overt,4076,overtly,3217,1302
ly,meticulously,manner,# in a [[meticulous]] manner.,ly,meticulous,2819,meticulously,1987,1302
ly,microtonally,manner,# in a [[microtonal]] manner.,ly,microtonal,441,microtonally,15,1302
ly,mightily,manner,# in a [[mighty]] manner.,ly,mighty,15016,mightily,404,1302
ly,miraculously,manner,# in a [[miraculous]] manner.,ly,miraculous,4338,miraculously,2412,1302
ly,mischievously,manner,# in a [[mischievous]] manner.,ly,mischievous,2315,mischievously,141,1302
ly,misleadingly,manner,# in a [[misleading]] manner.,ly,misleading,7437,misleadingly,423,1302
ly,modularly,manner,# in a [[modular]] manner,ly,modular,10014,modularly,27,1302
ly,momentarily,manner,# in a [[momentary]] manner; for a [[moment]] or [[instant]].,ly,momentary,1423,momentarily,2268,1302
ly,monolingually,manner,# in a [[monolingual]] manner.,ly,monolingual,844,monolingually,24,1302
ly,monotonously,manner,"# in a manner that is [[tedious]], [[repetitious]] or lacking in [[variety]].",ly,monotonous,1311,monotonously,82,1302
ly,monstrously,manner,# in a [[monstrous]] manner.,ly,monstrous,4518,monstrously,161,1302
ly,mordantly,manner,"# in a [[mordant]] manner; [[incisively]], [[sharply]]. {{defdate|from 19th c.}}",ly,mordant,442,mordantly,24,1302
ly,mundanely,manner,# in a [[mundane]] manner,ly,mundane,3437,mundanely,27,1302
ly,musically,manner,# in a [[musical]] manner,ly,musical,225432,musically,8852,1302
ly,modernly,manner,# in a [[modern]] manner.,ly,modern,391577,modernly,159,1302
ly,objectively,manner,"# in an [[impartial]], [[objective]] manner.",ly,objective,42642,objectively,1840,1302
ly,obliviously,manner,# in an [[oblivious]] manner,ly,oblivious,2381,obliviously,64,1302
ly,methodologically,manner,# in a [[methodological]] manner.,ly,methodological,2904,methodologically,297,1302
ly,mysteriously,manner,# in a [[mysterious]] manner,ly,mysterious,28668,mysteriously,3719,1302
ly,naggingly,manner,# in a [[nag]]ging manner.,ly,nagging,925,naggingly,21,1302
ly,negligently,manner,# in a [[negligent]] [[manner]].,ly,negligent,2203,negligently,393,1302
ly,preponderantly,manner,# in a [[preponderant]] manner.,ly,preponderant,134,preponderantly,39,1302
ly,perceptibly,manner,# in a [[perceptible]] manner.,ly,perceptible,836,perceptibly,139,1302
ly,pensively,manner,# in a [[thoughtful]] or [[reflective]] manner.,ly,pensive,569,pensively,49,1302
ly,nasally,manner,# in a [[nasal]] manner or tone.,ly,nasal,8706,nasally,108,1302
ly,naturally,manner,# in a [[natural]] manner.,ly,natural,259536,naturally,30049,1302
ly,naughtily,manner,# in a [[naughty]] manner.,ly,naughty,3239,naughtily,12,1302
ly,neatly,manner,# in a [[neat]] manner.,ly,neat,3523,neatly,2372,1302
ly,nightmarishly,manner,# in a [[nightmarish]] manner.,ly,nightmarish,757,nightmarishly,25,1302
ly,notoriously,manner,# in a [[notorious]] or [[notable]] manner; as is commonly known.,ly,notorious,18605,notoriously,3772,1302
ly,nobly,manner,# in a [[noble]] manner.,ly,noble,44019,nobly,343,1302
ly,nonchalantly,manner,# in a [[nonchalant]] manner.,ly,nonchalant,334,nonchalantly,260,1302
ly,noncommercially,manner,# in a [[noncommercial]] manner.,ly,noncommercial,743,noncommercially,6,1302
ly,nonconsecutively,manner,# in a manner that is not [[consecutive]].,ly,nonconsecutive,307,nonconsecutively,8,1302
ly,nondestructively,manner,# in a [[nondestructive]] manner; without causing [[destruction]].,ly,nondestructive,281,nondestructively,11,1302
ly,notably,manner,# {{lb|en|focus}} as a pointed example; in a [[notable]] manner.,ly,notable,205142,notably,90187,1302
ly,notarially,manner,# in a [[notarial]] manner; by a [[notary]].,ly,notarial,383,notarially,14,1302
ly,obnoxiously,manner,# in an [[obnoxious]] manner.,ly,obnoxious,1550,obnoxiously,73,1302
ly,overwhelmingly,manner,# in an [[overwhelming]] manner; [[very]] [[greatly]] or [[intensely]].,ly,overwhelming,13376,overwhelmingly,6703,1302
ly,transiently,manner,# in a [[transient]] manner; [[momentarily]]; [[briefly]].,ly,transient,5838,transiently,318,1302
ly,owlishly,manner,# in an [[owlish]] manner.,ly,owlish,15,owlishly,5,1302
ly,octagonally,manner,# in an [[octagonal]] manner.,ly,octagonal,7817,octagonally,28,1302
ly,oddly,manner,# in an [[odd]] manner; unevenly.,ly,odd,28796,oddly,3114,1302
ly,offhandedly,manner,# in an [[offhand]] manner,ly,offhanded,29,offhandedly,75,1302
ly,officially,manner,# in an [[official]] manner,ly,official,331682,officially,150425,1302
ly,omnidirectionally,manner,# in all directions. in a manner that is [[omnidirectional]].,ly,omnidirectional,669,omnidirectionally,16,1302
ly,omnivorously,manner,# in the manner of an [[omnivore]].,ly,omnivorous,1370,omnivorously,5,1302
ly,opaquely,manner,# in an [[opaque]] manner.,ly,opaque,3705,opaquely,19,1302
ly,openly,manner,"# in an [[open]] manner, [[visibly]], not [[covertly]].",ly,open,444694,openly,23504,1302
ly,opportunely,manner,# in a manner [[suitable]] for some particular [[purpose]].,ly,opportune,687,opportunely,36,1302
ly,optimally,manner,# in an [[optimal]] manner.,ly,optimal,13413,optimally,1005,1302
ly,optionally,manner,# in an [[optional]] manner. not [[mandatorily]].,ly,optional,19673,optionally,2904,1302
ly,opulently,manner,# in an [[opulent]] manner.,ly,opulent,1411,opulently,50,1302
ly,ordinarily,manner,# in the [[usual]] [[manner]]; [[unexceptionally]].,ly,ordinary,43665,ordinarily,3077,1302
ly,organizationally,manner,# in an [[organizational]] manner.,ly,organizational,17850,organizationally,446,1302
ly,originally,manner,# in an original manner.,ly,original,594083,originally,397487,1302
ly,ornately,manner,# in an [[ornate]] manner.,ly,ornate,6787,ornately,596,1302
ly,mercifully,manner,# in a [[merciful]] manner.,ly,merciful,1284,mercifully,227,1302
ly,obviously,manner,# in a [[obvious]] manner; [[clearly]] [[apparent]].,ly,obvious,28190,obviously,13929,1302
ly,obstinately,manner,# in an [[obstinate]] manner.,ly,obstinate,641,obstinately,173,1302
ly,obscurely,manner,# in an [[obscure]] manner.,ly,obscure,13519,obscurely,433,1302
ly,patently,manner,# in a clear and unambiguous manner.,ly,patent,45705,patently,541,1302
ly,painfully,manner,# in a [[painful]] manner; as if in [[pain]].,ly,painful,9994,painfully,1803,1302
ly,painlessly,manner,# in a [[painless]] manner.,ly,painless,825,painlessly,123,1302
ly,painstakingly,manner,# in a [[painstaking]] manner; very [[slowly]] and [[carefully]].,ly,painstaking,1068,painstakingly,899,1302
ly,palatably,manner,# in a [[palatable]] manner.,ly,palatable,1142,palatably,5,1302
ly,paradoxically,manner,# in a [[paradoxical]] manner; so as to create a [[paradox]].,ly,paradoxical,1638,paradoxically,1476,1302
ly,ovately,manner,# in an [[ovate]] manner.,ly,ovate,2887,ovately,13,1302
ly,parallelly,manner,# in a [[parallel]] direction; in a parallel manner.,ly,parallel,69601,parallelly,80,1302
ly,patiently,manner,# in a [[patient]] manner.,ly,patient,57489,patiently,1074,1302
ly,obscenely,manner,# in an [[obscene]] manner; [[vulgarly]].,ly,obscene,3707,obscenely,89,1302
ly,patly,manner,"# in a [[pat]] manner; [[fitly]], [[seasonably]], [[conveniently]], [[appositely]].",ly,pat,34920,patly,6,1302
ly,patriarchally,manner,# in a [[patriarchal]] manner.,ly,patriarchal,4818,patriarchally,7,1302
ly,peacefully,manner,# in a [[peaceful]] manner.,ly,peaceful,22267,peacefully,5662,1302
ly,pedagogically,manner,"# in a [[pedagogical]] manner, like a [[pedagogue]]",ly,pedagogical,4279,pedagogically,76,1302
ly,pejoratively,manner,"# in a pejorative manner. [[insultingly|insultingly]], [[disparagingly]]. used in a manner to [[belittle]] or [[harm]] the [[reputation]] of another.",ly,pejorative,2403,pejoratively,546,1302
ly,ostentatiously,manner,# in an [[ostentatious]] manner; [[extravagantly]] or [[flamboyantly]].,ly,ostentatious,784,ostentatiously,198,1302
ly,ostensively,manner,# {{lb|en|manner}} in an [[ostensive]] manner.,ly,ostensive,69,ostensively,17,1302
ly,primely,manner,# in a [[prime]] manner; very well; [[extremely]]; [[excellent]]ly.<!--webster 1913-->,ly,prime,183229,primely,7,1302
ly,primally,manner,# in a [[primal]] manner,ly,primal,3655,primally,17,1302
ly,preventatively,manner,# in a [[manner]] that is [[preventative]].,ly,preventative,1900,preventatively,18,1302
ly,prettily,manner,# in a [[pretty]] manner,ly,pretty,28939,prettily,104,1302
ly,preciously,manner,# in a [[precious]] manner.,ly,precious,14815,preciously,31,1302
ly,pleasingly,manner,# in a [[pleasing]] manner; [[agreeably]]; [[favourably]].,ly,pleasing,4112,pleasingly,180,1302
ly,perkily,manner,# in a [[perky]] manner.,ly,perky,508,perkily,8,1302
ly,permanently,manner,# in a [[permanent]] manner; [[lastingly]].,ly,permanent,108837,permanently,32994,1302
ly,perniciously,manner,# in a [[pernicious]] manner.,ly,pernicious,909,perniciously,11,1302
ly,perpendicularly,manner,# in a [[perpendicular]] manner.,ly,perpendicular,9524,perpendicularly,502,1302
ly,persistently,manner,# in a [[persistent]] manner.,ly,persistent,12776,persistently,1673,1302
ly,persuasively,manner,# in a manner intended to [[convince]] or [[persuade]].,ly,persuasive,2429,persuasively,266,1302
ly,pertinaciously,manner,# in a [[stubbornly]] [[resolute]] manner; [[tenaciously]] holding one's opinion or course of action.,ly,pertinacious,17,pertinaciously,14,1302
ly,perversely,manner,# in a [[perverse]] manner.,ly,perverse,1408,perversely,226,1302
ly,perviously,manner,# in a {{l|en|pervious}} manner.,ly,pervious,135,perviously,14,1302
ly,phenomenally,manner,# in a manner that is [[extraordinary]] or [[amazing]].,ly,phenomenal,3395,phenomenally,358,1302
ly,pinkly,manner,# in a [[pink]] manner; with pink colour.,ly,pink,45607,pinkly,6,1302
ly,piously,manner,# in a [[pious]] manner,ly,pious,6151,piously,104,1302
ly,piteously,manner,# in a [[piteous]] manner; [[pathetically]]; [[plaintively]].,ly,piteous,55,piteously,26,1302
ly,pithily,manner,"# in a [[pithy]] manner, [[concisely]] and to the point.",ly,pithy,402,pithily,31,1302
ly,pitifully,manner,# in a [[pitiful]] manner.,ly,pitiful,654,pitifully,106,1302
ly,poorly,manner,"# in a poor manner or condition; without plenty, or sufficiency, or suitable provision for comfort.",ly,poor,151392,poorly,27284,1302
ly,precariously,manner,# in a [[precarious]] manner; [[dangerously]],ly,precarious,3139,precariously,413,1302
ly,praiseworthily,manner,# in a [[praiseworthy]] manner.,ly,praiseworthy,500,praiseworthily,6,1302
ly,polygynously,manner,# in a [[polygynous]] manner.,ly,polygynous,544,polygynously,11,1302
ly,inexorably,manner,# in an [[inexorable]] manner; without the possibility of [[stop]]ping or [[prevention]].,ly,inexorable,404,inexorably,446,1302
ly,mentally,manner,"# in a [[mental]] manner; an idea thought out in one's [[mind]], as opposed to an idea [[spoken]] [[orally]].",ly,mental,67066,mentally,13629,1302
ly,meritoriously,manner,# in a [[meritorious]] manner.,ly,meritorious,6341,meritoriously,40,1302
